dataset,taxaID,locus,gene,essentiality,pmid,Ref_db
176,85962,HP0294,,NE,15547264,
176,85962,HP0293,,NE,15547264,
176,85962,HP0292,,NE,15547264,
176,85962,HP0291,,NE,15547264,
176,85962,HP0289,,E,15547264,
176,85962,HP0288,,E,15547264,
176,85962,HP0286,,NE,15547264,
176,85962,HP0287,,NE,15547264,
176,85962,HP0285,,NE,15547264,
176,85962,HP0284,,NE,15547264,
176,85962,HP0283,,NE,15547264,
176,85962,HP0281,,NE,15547264,
176,85962,HP0280,,NE,15547264,
176,85962,HP0278,,NE,15547264,
176,85962,HP0277,,E,15547264,
176,85962,HP0275,,E,15547264,
176,85962,HP0274,,NE,15547264,
176,85962,HP0272,,E,15547264,
176,85962,HP0271,,NE,15547264,
176,85962,HP0270,,NE,15547264,
176,85962,HP0268,,E,15547264,
176,85962,HP0269,,E,15547264,
176,85962,HP0267,,NE,15547264,
176,85962,HP0266,,NE,15547264,
176,85962,HP0265,,E,15547264,
176,85962,HP0264,,NE,15547264,
176,85962,HP0262,,NE,15547264,
176,85962,HP0260,,NE,15547264,
176,85962,HP0261,,NE,15547264,
176,85962,HP0259,,NE,15547264,
176,85962,HP0258,,NE,15547264,
176,85962,HP0257,,NE,15547264,
176,85962,HP0255,,NE,15547264,
176,85962,HP0254,,NE,15547264,
176,85962,HP0253,,NE,15547264,
176,85962,HP0250,,NE,15547264,
176,85962,HP0248,,NE,15547264,
176,85962,HP0249,,NE,15547264,
176,85962,HP0247,,NE,15547264,
176,85962,HP0246,,NE,15547264,
176,85962,HP0245,,NE,15547264,
176,85962,HP0244,,NE,15547264,
176,85962,HP0243,,NE,15547264,
176,85962,HP0242,,E,15547264,
176,85962,HP0240,,E,15547264,
176,85962,HP0239,,NE,15547264,
176,85962,HP0238,,NE,15547264,
176,85962,HP0236,,NE,15547264,
176,85962,HP0235,,NE,15547264,
176,85962,HP0233,,NE,15547264,
176,85962,HP0232,,NE,15547264,
176,85962,HP0231,,NE,15547264,
176,85962,HP0229,,NE,15547264,
176,85962,HP0228,,NE,15547264,
176,85962,HP0227,,NE,15547264,
176,85962,HP0225,,NE,15547264,
176,85962,HP0226,,E,15547264,
176,85962,HP0224,,NE,15547264,
176,85962,HP0223,,NE,15547264,
176,85962,HP0222,,E,15547264,
176,85962,HP0220,,NE,15547264,
176,85962,HP0219,,NE,15547264,
176,85962,HP0216,,NE,15547264,
176,85962,HP0214,,NE,15547264,
176,85962,HP0215,,NE,15547264,
176,85962,HP0213,,NE,15547264,
176,85962,HP0212,,NE,15547264,
176,85962,HP0211,,NE,15547264,
176,85962,HP0209,,NE,15547264,
176,85962,HP0206,,NE,15547264,
176,85962,HP0205,,NE,15547264,
176,85962,HP0203,,NE,15547264,
176,85962,HP0202,,NE,15547264,
176,85962,HP0201,,E,15547264,
176,85962,HP0200,,E,15547264,
176,85962,HP0199,,NE,15547264,
176,85962,HP0197,,E,15547264,
176,85962,HP0196,,E,15547264,
176,85962,HP0195,,NE,15547264,
176,85962,HP0194,,NE,15547264,
176,85962,HP0193,,NE,15547264,
176,85962,HP0192,,NE,15547264,
176,85962,HP0191,,NE,15547264,
176,85962,HP0189,,NE,15547264,
176,85962,HP0188,,E,15547264,
176,85962,HP0187,,NE,15547264,
176,85962,HP0186,,NE,15547264,
176,85962,HP0185,,NE,15547264,
176,85962,HP0183,,NE,15547264,
176,85962,HP0184,,NE,15547264,
176,85962,HP0182,,E,15547264,
176,85962,HP0181,,NE,15547264,
176,85962,HP0180,,NE,15547264,
176,85962,HP0179,,NE,15547264,
176,85962,HP0178,,NE,15547264,
176,85962,HP0176,,NE,15547264,
176,85962,HP0175,,E,15547264,
176,85962,HP0174,,NE,15547264,
176,85962,HP0173,,NE,15547264,
176,85962,HP0172,,NE,15547264,
176,85962,HP0171,,NE,15547264,
176,85962,HP0170,,NE,15547264,
176,85962,HP0169,,NE,15547264,
176,85962,HP0168,,NE,15547264,
176,85962,HP0166,,NE,15547264,
176,85962,HP0167,,NE,15547264,
176,85962,HP0165,,NE,15547264,
176,85962,HP0164,,E,15547264,
176,85962,HP0163,,NE,15547264,
176,85962,HP0161,,NE,15547264,
176,85962,HP0160,,NE,15547264,
176,85962,HP0159,,NE,15547264,
176,85962,HP0157,,E,15547264,
176,85962,HP0156,,NE,15547264,
176,85962,HP0155,,NE,15547264,
176,85962,HP0154,,NE,15547264,
176,85962,HP0153,,E,15547264,
176,85962,HP0152,,NE,15547264,
176,85962,HP0151,,NE,15547264,
176,85962,HP0150,,NE,15547264,
176,85962,HP0149,,NE,15547264,
176,85962,HP0148,,E,15547264,
176,85962,HP0147,,E,15547264,
176,85962,HP0146,,E,15547264,
176,85962,HP0144,,NE,15547264,
176,85962,HP0142,,NE,15547264,
176,85962,HP0141,,NE,15547264,
176,85962,HP0139,,NE,15547264,
176,85962,HP0137,,NE,15547264,
176,85962,HP0138,,NE,15547264,
176,85962,HP0136,,NE,15547264,
176,85962,HP0135,,NE,15547264,
176,85962,HP0134,,NE,15547264,
176,85962,HP0133,,NE,15547264,
176,85962,HP0132,,NE,15547264,
176,85962,HP0131,,NE,15547264,
176,85962,HP0129,,NE,15547264,
176,85962,HP0130,,NE,15547264,
176,85962,HP0128,,NE,15547264,
176,85962,HP0127,,NE,15547264,
176,85962,HP0126,,E,15547264,
176,85962,HP0125,,E,15547264,
176,85962,HP0123,,E,15547264,
176,85962,HP0122,,E,15547264,
176,85962,HP0121,,NE,15547264,
176,85962,HP0120,,NE,15547264,
176,85962,HP0119,,NE,15547264,
176,85962,HP0118,,NE,15547264,
176,85962,HP0117,,NE,15547264,
176,85962,HP0116,,NE,15547264,
176,85962,HP0115,,NE,15547264,
176,85962,HP0113,,NE,15547264,
176,85962,HP0112,,NE,15547264,
176,85962,HP0111,,NE,15547264,
176,85962,HP0110,,E,15547264,
176,85962,HP0109,,E,15547264,
176,85962,HP0106,,NE,15547264,
176,85962,HP0105,,NE,15547264,
176,85962,HP0104,,NE,15547264,
176,85962,HP0103,,NE,15547264,
176,85962,HP0101,,NE,15547264,
176,85962,HP0100,,NE,15547264,
176,85962,HP0099,,NE,15547264,
176,85962,HP0098,,NE,15547264,
176,85962,HP0097,,NE,15547264,
176,85962,HP0096,,NE,15547264,
176,85962,HP0094,,NE,15547264,
176,85962,HP0095,,E,15547264,
176,85962,HP0093,,NE,15547264,
176,85962,HP0092,,E,15547264,
176,85962,HP0091,,NE,15547264,
176,85962,HP0090,,NE,15547264,
176,85962,HP0089,,NE,15547264,
176,85962,HP0088,,NE,15547264,
176,85962,HP0086,,NE,15547264,
176,85962,HP0085,,NE,15547264,
176,85962,HP0083,,NE,15547264,
176,85962,HP0082,,NE,15547264,
176,85962,HP0079,,NE,15547264,
176,85962,HP0077,,NE,15547264,
176,85962,HP0078,,NE,15547264,
176,85962,HP0076,,E,15547264,
176,85962,HP0075,,E,15547264,
176,85962,HP0074,,NE,15547264,
176,85962,HP0073,,NE,15547264,
176,85962,HP0072,,NE,15547264,
176,85962,HP0071,,NE,15547264,
176,85962,HP0069,,NE,15547264,
176,85962,HP0068,,NE,15547264,
176,85962,HP0067,,NE,15547264,
176,85962,HP0065,,E,15547264,
176,85962,HP0064,,NE,15547264,
176,85962,HP0063,,NE,15547264,
176,85962,HP0061,,E,15547264,
176,85962,HP0060,,NE,15547264,
176,85962,HP0059,,NE,15547264,
176,85962,HP0056,,NE,15547264,
176,85962,HP0054,,NE,15547264,
176,85962,HP0055,,NE,15547264,
176,85962,HP0053,,NE,15547264,
176,85962,HP0052,,NE,15547264,
176,85962,HP0051,,NE,15547264,
176,85962,HP0049,,NE,15547264,
176,85962,HP0048,,NE,15547264,
176,85962,HP0047,,NE,15547264,
176,85962,HP0045,,NE,15547264,
176,85962,HP0044,,NE,15547264,
176,85962,HP0042,,NE,15547264,
176,85962,HP0041,,NE,15547264,
176,85962,HP0038,,NE,15547264,
176,85962,HP0037,,NE,15547264,
176,85962,HP0036,,NE,15547264,
176,85962,HP0035,,E,15547264,
176,85962,HP0033,,NE,15547264,
176,85962,HP0034,,E,15547264,
176,85962,HP0032,,NE,15547264,
176,85962,HP0031,,NE,15547264,
176,85962,HP0030,,NE,15547264,
176,85962,HP0029,,NE,15547264,
176,85962,HP0027,,NE,15547264,
176,85962,HP0026,,NE,15547264,
176,85962,HP0025,,NE,15547264,
176,85962,HP0023,,NE,15547264,
176,85962,HP0022,,NE,15547264,
176,85962,HP0021,,NE,15547264,
176,85962,HP0020,,NE,15547264,
176,85962,HP0019,,NE,15547264,
176,85962,HP0017,,NE,15547264,
176,85962,HP0016,,NE,15547264,
176,85962,HP0015,,NE,15547264,
176,85962,HP0014,,NE,15547264,
176,85962,HP0013,,NE,15547264,
176,85962,HP0012,,NE,15547264,
176,85962,HP0011,,NE,15547264,
176,85962,HP0010,,NE,15547264,
176,85962,HP0008,,NE,15547264,
176,85962,HP0005,,NE,15547264,
176,85962,HP0004,,NE,15547264,
176,85962,HP0003,,NE,15547264,
176,85962,HP0002,,NE,15547264,
176,85962,HP0001,,NE,15547264,
176,85962,HP1588,,NE,15547264,
176,85962,HP1585,,NE,15547264,
176,85962,HP1580,,E,15547264,
176,85962,HP1575,,NE,15547264,
176,85962,HP1571,,E,15547264,
176,85962,HP1567,,E,15547264,
176,85962,HP1564,,NE,15547264,
176,85962,HP1560,,NE,15547264,
176,85962,HP1556,,NE,15547264,
176,85962,HP1553,,E,15547264,
176,85962,HP1548,,E,15547264,
176,85962,HP1542,,NE,15547264,
176,85962,HP1538,,NE,15547264,
176,85962,HP1504,,E,15547264,
176,85962,HP1495,,NE,15547264,
176,85962,HP1485,,NE,15547264,
176,85962,HP1470,,NE,15547264,
176,85962,HP1467,,NE,15547264,
176,85962,HP1463,,NE,15547264,
176,85962,HP1449,,E,15547264,
176,85962,HP1443,,NE,15547264,
176,85962,HP1440,,NE,15547264,
176,85962,HP1434,,NE,15547264,
176,85962,HP1423,,NE,15547264,
176,85962,HP1411,,NE,15547264,
176,85962,HP1388,,E,15547264,
176,85962,HP1378,,NE,15547264,
176,85962,HP1365,,NE,15547264,
176,85962,HP1344,,NE,15547264,
176,85962,HP1334,,NE,15547264,
176,85962,HP1330,,NE,15547264,
176,85962,HP1326,,NE,15547264,
176,85962,HP1323,,NE,15547264,
176,85962,HP1320,,E,15547264,
176,85962,HP1317,,NE,15547264,
176,85962,HP1312,,NE,15547264,
176,85962,HP1309,,E,15547264,
176,85962,HP1306,,E,15547264,
176,85962,HP1303,,NE,15547264,
176,85962,HP1299,,E,15547264,
176,85962,HP1294,,NE,15547264,
176,85962,HP1290,,NE,15547264,
176,85962,HP1283,,NE,15547264,
176,85962,HP1265,,E,15547264,
176,85962,HP1261,,E,15547264,
176,85962,HP1250,,NE,15547264,
176,85962,HP1246,,E,15547264,
176,85962,HP1242,,NE,15547264,
176,85962,HP1238,,NE,15547264,
176,85962,HP1230,,E,15547264,
176,85962,HP1226,,NE,15547264,
176,85962,HP1219,,E,15547264,
176,85962,HP1215,,NE,15547264,
176,85962,HP1205,,NE,15547264,
176,85962,HP1200,,NE,15547264,
176,85962,HP1196,,E,15547264,
176,85962,HP1193,,NE,15547264,
176,85962,HP1183,,NE,15547264,
176,85962,HP1169,,NE,15547264,
176,85962,HP1165,,NE,15547264,
176,85962,HP1155,,NE,15547264,
176,85962,HP1143,,NE,15547264,
176,85962,HP1139,,E,15547264,
176,85962,HP1136,,E,15547264,
176,85962,HP1127,,E,15547264,
176,85962,HP1115,,NE,15547264,
176,85962,HP1110,,NE,15547264,
176,85962,HP1099,,NE,15547264,
176,85962,HP1093,,E,15547264,
176,85962,HP1086,,E,15547264,
176,85962,HP1073,,NE,15547264,
176,85962,HP1061,,E,15547264,
176,85962,HP1027,,NE,15547264,
176,85962,HP1016,,E,15547264,
176,85962,HP1013,,E,15547264,
176,85962,HP0993,,E,15547264,
176,85962,HP0986,,NE,15547264,
176,85962,HP0982,,NE,15547264,
176,85962,HP0970,,NE,15547264,
176,85962,HP0961,,NE,15547264,
176,85962,HP0954,,NE,15547264,
176,85962,HP0951,,NE,15547264,
176,85962,HP0943,,NE,15547264,
176,85962,HP0940,,NE,15547264,
176,85962,HP0932,,E,15547264,
176,85962,HP0921,,NE,15547264,
176,85962,HP0917,,NE,15547264,
176,85962,HP0914,,NE,15547264,
176,85962,HP0911,,NE,15547264,
176,85962,HP0908,,NE,15547264,
176,85962,HP0899,,NE,15547264,
176,85962,HP0887,,NE,15547264,
176,85962,HP0883,,NE,15547264,
176,85962,HP0877,,NE,15547264,
176,85962,HP0865,,NE,15547264,
176,85962,HP0862,,NE,15547264,
176,85962,HP0851,,E,15547264,
176,85962,HP0833,,NE,15547264,
176,85962,HP0828,,NE,15547264,
176,85962,HP0819,,NE,15547264,
176,85962,HP0813,,NE,15547264,
176,85962,HP0810,,NE,15547264,
176,85962,HP0806,,NE,15547264,
176,85962,HP0801,,NE,15547264,
176,85962,HP0795,,NE,15547264,
176,85962,HP0792,,NE,15547264,
176,85962,HP0785,,E,15547264,
176,85962,HP0781,,NE,15547264,
176,85962,HP0777,,NE,15547264,
176,85962,HP0774,,NE,15547264,
176,85962,HP0771,,NE,15547264,
176,85962,HP0760,,E,15547264,
176,85962,HP0749,,E,15547264,
176,85962,HP0741,,NE,15547264,
176,85962,HP0736,,E,15547264,
176,85962,HP0727,,NE,15547264,
176,85962,HP0724,,NE,15547264,
176,85962,HP0720,,NE,15547264,
176,85962,HP0717,,NE,15547264,
176,85962,HP0711,,NE,15547264,
176,85962,HP0700,,E,15547264,
176,85962,HP0697,,NE,15547264,
176,85962,HP0694,,NE,15547264,
176,85962,HP0677,,NE,15547264,
176,85962,HP0672,,NE,15547264,
176,85962,HP0668,,NE,15547264,
176,85962,HP0662,,E,15547264,
176,85962,HP0652,,NE,15547264,
176,85962,HP0647,,E,15547264,
176,85962,HP0637,,NE,15547264,
176,85962,HP0631,,NE,15547264,
176,85962,HP0627,,NE,15547264,
176,85962,HP0617,,NE,15547264,
176,85962,HP0609,,NE,15547264,
176,85962,HP0599,,NE,15547264,
176,85962,HP0591,,E,15547264,
176,85962,HP0582,,NE,15547264,
176,85962,HP0568,,NE,15547264,
176,85962,HP0536,,NE,15547264,
176,85962,HP0531,,NE,15547264,
176,85962,HP0517,,NE,15547264,
176,85962,HP0510,,E,15547264,
176,85962,HP0499,,NE,15547264,
176,85962,HP0490,,NE,15547264,
176,85962,HP0480,,NE,15547264,
176,85962,HP0477,,NE,15547264,
176,85962,HP0470,,E,15547264,
176,85962,HP0467,,NE,15547264,
176,85962,HP0460,,E,15547264,
176,85962,HP0453,,NE,15547264,
176,85962,HP0428,,NE,15547264,
176,85962,HP0424,,NE,15547264,
176,85962,HP0421,,NE,15547264,
176,85962,HP0418,,E,15547264,
176,85962,HP0410,,NE,15547264,
176,85962,HP0405,,E,15547264,
176,85962,HP0395,,E,15547264,
176,85962,HP0391,,NE,15547264,
176,85962,HP0388,,E,15547264,
176,85962,HP0385,,NE,15547264,
176,85962,HP0374,,NE,15547264,
176,85962,HP0366,,NE,15547264,
176,85962,HP0362,,NE,15547264,
176,85962,HP0357,,NE,15547264,
176,85962,HP0343,,NE,15547264,
176,85962,HP0340,,NE,15547264,
176,85962,HP0337,,NE,15547264,
176,85962,HP0333,,E,15547264,
176,85962,HP0330,,NE,15547264,
176,85962,HP0327,,NE,15547264,
176,85962,HP0322,,NE,15547264,
176,85962,HP0319,,NE,15547264,
176,85962,HP0315,,E,15547264,
176,85962,HP0305,,NE,15547264,
176,85962,HP0302,,NE,15547264,
176,85962,HP0299,,NE,15547264,
176,85962,HP0296,,NE,15547264,
176,85962,HP0290,,E,15547264,
176,85962,HP0282,,NE,15547264,
176,85962,HP0279,,E,15547264,
176,85962,HP0276,,E,15547264,
176,85962,HP0273,,NE,15547264,
176,85962,HP0263,,NE,15547264,
176,85962,HP0256,,NE,15547264,
176,85962,HP0251,,NE,15547264,
176,85962,HP0241,,NE,15547264,
176,85962,HP0237,,E,15547264,
176,85962,HP0234,,NE,15547264,
176,85962,HP0230,,NE,15547264,
176,85962,HP0221,,E,15547264,
176,85962,HP0218,,E,15547264,
176,85962,HP0210,,NE,15547264,
176,85962,HP0207,,NE,15547264,
176,85962,HP0204,,NE,15547264,
176,85962,HP0198,,NE,15547264,
176,85962,HP0190,,E,15547264,
176,85962,HP0177,,NE,15547264,
176,85962,HP0162,,NE,15547264,
176,85962,HP0158,,NE,15547264,
176,85962,HP0145,,NE,15547264,
176,85962,HP0140,,NE,15547264,
176,85962,HP0124,,E,15547264,
176,85962,HP0114,,NE,15547264,
176,85962,HP0107,,NE,15547264,
176,85962,HP0102,,NE,15547264,
176,85962,HP0087,,NE,15547264,
176,85962,HP0084,,E,15547264,
176,85962,HP0080,,NE,15547264,
176,85962,HP0070,,NE,15547264,
176,85962,HP0066,,NE,15547264,
176,85962,HP0062,,NE,15547264,
176,85962,HP0057,,NE,15547264,
176,85962,HP0050,,NE,15547264,
176,85962,HP0043,,NE,15547264,
176,85962,HP0028,,E,15547264,
176,85962,HP0024,,E,15547264,
176,85962,HP0018,,NE,15547264,
176,85962,HP0009,,NE,15547264,
176,85962,HP0006,,E,15547264,
177,85962,HP1021,,NE,11157938,
177,85962,HP1027,,NE,11157938,
177,85962,HP1364,,NE,11157938,
177,85962,HP1111,,E,11157938,
177,85962,HP0589,,E,11157938,
177,85962,HP1553,,E,11157938,
177,85962,HP1231,,E,11157938,
177,85962,HP1138,,NE,11157938,
177,85962,HP1448,,E,11157938,
177,85962,HP0440,,NE,11157938,
177,85962,HP0785,,NE,11157938,
177,85962,HP0830,,E,11157938,
177,85962,HP0658,,E,11157938,
177,85962,HP0975,,E,11157938,
177,85962,HP0657,,E,11157938,
177,85962,HP0470,,NE,11157938,
177,85962,HP1140,,E,11157938,
177,85962,HP0074,,E,11157938,
177,85962,HP1159,,E,11157938,
177,85962,HP0740,,E,11157938,
177,85962,HP1372,,E,11157938,
177,85962,HP1418,,E,11157938,
177,85962,HP1099,,E,11157938,
177,85962,HP1100,,E,11157938,
177,85962,HP1385,,E,11157938,
177,85962,HP0086,,E,11157938,
177,85962,HP0588,,E,11157938,
177,85962,HP0590,,E,11157938,
177,85962,HP0591,,E,11157938,
177,85962,HP1108,,E,11157938,
177,85962,HP1109,,E,11157938,
177,85962,HP1110,,E,11157938,
177,85962,HP0509,,E,11157938,
177,85962,HP1495,,NE,11157938,
177,85962,HP0735,,E,11157938,
177,85962,HP1257,,E,11157938,
177,85962,HP1038,,E,11157938,
177,85962,HP0020,,E,11157938,
177,85962,HP0832,,NE,11157938,
177,85962,HP0801,,NE,11157938,
177,85962,HP0372,,NE,11157938,
177,85962,HP0808,,E,11157938,
177,85962,HP1164,,E,11157938,
177,85962,HP1563,,E,11157938,
177,85962,HP0616,,NE,11157938,